DATA;Ora;VALORE
2019-01-11;12;6016308
2019-01-11;13;5417766
2019-01-11;14;5198596
2019-01-11;15;5550827
2019-01-11;16;5939469
2019-01-11;17;6537785
2019-01-11;18;7444216
2019-01-11;19;7654826
2019-01-11;20;7547529
2019-01-11;21;6944085
2019-01-11;22;6346027
2019-01-11;23;5468222
2019-01-11;24;4650073
2019-01-12;1;3918549
2019-01-12;2;3458748
2019-01-12;3;3234511
2019-01-12;4;3148333
2019-01-12;5;3178316
2019-01-12;6;3387697
2019-01-12;7;3962282
2019-01-12;8;4738946
2019-01-12;9;5718031
2019-01-12;10;6249516
2019-01-12;11;6245889
2019-01-12;12;6147438
2019-01-12;13;5783142
2019-01-12;14;5381934
2019-01-12;15;5395390
2019-01-12;16;5507537
2019-01-12;17;5867128
2019-01-12;18;6785057
2019-01-12;19;7228228
2019-01-12;20;7247403
2019-01-12;21;6618945
2019-01-12;22;6018622
2019-01-12;23;5291615
2019-01-12;24;4651918
2019-01-13;1;4008473
2019-01-13;2;3490249
2019-01-13;3;3201244
2019-01-13;4;3069775
2019-01-13;5;3054679
2019-01-13;6;3176952
2019-01-13;7;3518046
2019-01-13;8;3930649
2019-01-13;9;4642946
2019-01-13;10;5169166
2019-01-13;11;5282304
2019-01-13;12;5297858
2019-01-13;13;5088151
2019-01-13;14;4772664
2019-01-13;15;4927870
2019-01-13;16;5041356
2019-01-13;17;5322495
2019-01-13;18;6169890
2019-01-13;19;6612995
2019-01-13;20;6809596
2019-01-13;21;6475166
2019-01-13;22;5972609
2019-01-13;23;5145782
2019-01-13;24;4260341
2019-01-14;1;3567510
2019-01-14;2;3192062
2019-01-14;3;3028252
2019-01-14;4;2978058
2019-01-14;5;3031852
2019-01-14;6;3331269
2019-01-14;7;4290927
2019-01-14;8;5504663
2019-01-14;9;6208769
2019-01-14;10;6183407
2019-01-14;11;5797569
2019-01-14;12;5583154
2019-01-14;13;5066211
2019-01-14;14;4902490
2019-01-14;15;5201137
2019-01-14;16;5549892
2019-01-14;17;6084483
2019-01-14;18;6970811
2019-01-14;19;7253920
2019-01-14;20;7190630
2019-01-14;21;6690678
2019-01-14;22;6156529
2019-01-14;23;5163316
2019-01-14;24;4275765
2019-01-15;1;3565218
2019-01-15;2;3166443
2019-01-15;3;3003576
2019-01-15;4;2957700
2019-01-15;5;3016653
2019-01-15;6;3318772
2019-01-15;7;4300306
2019-01-15;8;5518360
2019-01-15;9;6149133
2019-01-15;10;6146041
2019-01-15;11;5767817
2019-01-15;12;5529263
2019-01-15;13;4978829
2019-01-15;14;4803358
2019-01-15;15;5126119
2019-01-15;16;5498173
2019-01-15;17;6056005
2019-01-15;18;6966551
2019-01-15;19;7322050
2019-01-15;20;7246421
2019-01-15;21;6728480
2019-01-15;22;6191178
2019-01-15;23;5229035
2019-01-15;24;4331002
2019-01-16;1;3598708
2019-01-16;2;3216450
2019-01-16;3;3049103
2019-01-16;4;2994104
2019-01-16;5;3055408
2019-01-16;6;3359791
2019-01-16;7;4367150
2019-01-16;8;5610686
2019-01-16;9;6191054
2019-01-16;10;6193995
2019-01-16;11;5867678
2019-01-16;12;5680534
2019-01-16;13;5118453
2019-01-16;14;4955189
2019-01-16;15;5277305
2019-01-16;16;5605765
2019-01-16;17;6144105
2019-01-16;18;7013347
2019-01-16;19;7299768
2019-01-16;20;7274458
2019-01-16;21;6698858
2019-01-16;22;6152111
2019-01-16;23;5153885
2019-01-16;24;4265953
2019-01-17;1;3521668
2019-01-17;2;3132488
2019-01-17;3;2958147
2019-01-17;4;2910583
2019-01-17;5;2964311
2019-01-17;6;3254420
2019-01-17;7;4206763
2019-01-17;8;5421886
2019-01-17;9;6236381
2019-01-17;10;6464443
2019-01-17;11;6421289
2019-01-17;12;6462738
2019-01-17;13;5968482
2019-01-17;14;5713331
2019-01-17;15;5937802
2019-01-17;16;6139765
2019-01-17;17;6503025
2019-01-17;18;7156728
2019-01-17;19;7337047
2019-01-17;20;7224202
2019-01-17;21;6663610
2019-01-17;22;6113098
2019-01-17;23;5156231
2019-01-17;24;4298697
2019-01-18;1;3564059
2019-01-18;2;3162625
2019-01-18;3;2986886
2019-01-18;4;2941298
2019-01-18;5;2991045
2019-01-18;6;3292528
2019-01-18;7;4239000
2019-01-18;8;5466464
2019-01-18;9;6259105
2019-01-18;10;6433743
2019-01-18;11;6226380
2019-01-18;12;6127464
2019-01-18;13;5636614
2019-01-18;14;5409071
2019-01-18;15;5680164
2019-01-18;16;5972607
2019-01-18;17;6387960
2019-01-18;18;7137989
2019-01-18;19;7410770
2019-01-18;20;7312215
2019-01-18;21;6705163
2019-01-18;22;6109414
2019-01-18;23;5255048
2019-01-18;24;4482849
2019-01-19;1;3759168
2019-01-19;2;3309669
2019-01-19;3;3081293
2019-01-19;4;2993094
2019-01-19;5;2996503
2019-01-19;6;3209606
2019-01-19;7;3777026
2019-01-19;8;4550625
2019-01-19;9;5623579
2019-01-19;10;6281723
2019-01-19;11;6398808
2019-01-19;12;6366964
2019-01-19;13;6043722
2019-01-19;14;5662078
2019-01-19;15;5646616
2019-01-19;16;5677978
2019-01-19;17;5947945
2019-01-19;18;6661027
2019-01-19;19;7081384
2019-01-19;20;7078458
2019-01-19;21;6434240
2019-01-19;22;5839871
2019-01-19;23;5146084
2019-01-19;24;4548788
2019-01-20;1;3936637
2019-01-20;2;3434862
2019-01-20;3;3148635
2019-01-20;4;3017538
2019-01-20;5;3001581
2019-01-20;6;3124619
2019-01-20;7;3468072
2019-01-20;8;3858144
2019-01-20;9;4600348
2019-01-20;10;5190528
2019-01-20;11;5386218
2019-01-20;12;5461196
2019-01-20;13;5256053
2019-01-20;14;4796253
2019-01-20;15;4815753
2019-01-20;16;4893870
2019-01-20;17;5174372
2019-01-20;18;5953988
2019-01-20;19;6580746
2019-01-20;20;6808272
2019-01-20;21;6472414
2019-01-20;22;5973132
2019-01-20;23;5148180
2019-01-20;24;4302786
2019-01-21;1;3607275
2019-01-21;2;3229567
2019-01-21;3;3064215
2019-01-21;4;3020210
2019-01-21;5;3074175
2019-01-21;6;3368282
2019-01-21;7;4328252
2019-01-21;8;5538770
2019-01-21;9;6383755
2019-01-21;10;6542348
2019-01-21;11;6321701
2019-01-21;12;6195519
2019-01-21;13;5655899
2019-01-21;14;5476985
2019-01-21;15;5733435
2019-01-21;16;5985255
2019-01-21;17;6398767
2019-01-21;18;7196208
2019-01-21;19;7450769
2019-01-21;20;7352862
2019-01-21;21;6842947
2019-01-21;22;6284055
2019-01-21;23;5305195
2019-01-21;24;4408868
2019-01-22;1;3675361
2019-01-22;2;3289435
2019-01-22;3;3129094
2019-01-22;4;3085473
2019-01-22;5;3150754
2019-01-22;6;3456104
2019-01-22;7;4428329
2019-01-22;8;5641296
2019-01-22;9;6421193
2019-01-22;10;6494053
2019-01-22;11;6203697
2019-01-22;12;6017107
2019-01-22;13;5489360
2019-01-22;14;5301745
2019-01-22;15;5655762
2019-01-22;16;5984896
2019-01-22;17;6472919
2019-01-22;18;7296354
2019-01-22;19;7578730
2019-01-22;20;7445817
2019-01-22;21;6897345
2019-01-22;22;6306488
2019-01-22;23;5342023
2019-01-22;24;4425815
2019-01-23;1;3674699
2019-01-23;2;3287983
2019-01-23;3;3114182
2019-01-23;4;3073824
2019-01-23;5;3127655
2019-01-23;6;3429357
2019-01-23;7;4431423
2019-01-23;8;5629968
2019-01-23;9;6523626
2019-01-23;10;6840536
2019-01-23;11;6821295
2019-01-23;12;6845219
2019-01-23;13;6344256
2019-01-23;14;6143510
2019-01-23;15;6402345
2019-01-23;16;6609332
2019-01-23;17;6932380
2019-01-23;18;7583436
2019-01-23;19;7755280
2019-01-23;20;7578804
2019-01-23;21;6977275
2019-01-23;22;6379845
2019-01-23;23;5396874
2019-01-23;24;4514029
2019-01-24;1;3769943
2019-01-24;2;3347469
2019-01-24;3;3163984
2019-01-24;4;3110719
2019-01-24;5;3168026
2019-01-24;6;3463862
2019-01-24;7;4435937
2019-01-24;8;5611760
2019-01-24;9;6395049
2019-01-24;10;6533803
2019-01-24;11;6294249
2019-01-24;12;6117199
2019-01-24;13;5526460
2019-01-24;14;5255172
2019-01-24;15;5498313
2019-01-24;16;5759639
2019-01-24;17;6234972
2019-01-24;18;7115555
2019-01-24;19;7562288
2019-01-24;20;7464964
2019-01-24;21;6908918
2019-01-24;22;6327042
2019-01-24;23;5379048
2019-01-24;24;4490999
2019-01-25;1;3741400
2019-01-25;2;3336079
2019-01-25;3;3159476
2019-01-25;4;3104976
2019-01-25;5;3160440
2019-01-25;6;3472997
2019-01-25;7;4443730
2019-01-25;8;5639066
2019-01-25;9;6403594
2019-01-25;10;6435932
2019-01-25;11;6101488
2019-01-25;12;5897497
2019-01-25;13;5331639
2019-01-25;14;5103190
2019-01-25;15;5363584
2019-01-25;16;5687694
2019-01-25;17;6215242
2019-01-25;18;7097295
2019-01-25;19;7600805
2019-01-25;20;7514286
2019-01-25;21;6903304
2019-01-25;22;6303893
2019-01-25;23;5434869
2019-01-25;24;4625242
2019-01-26;1;3906748
2019-01-26;2;3457879
2019-01-26;3;3235210
2019-01-26;4;3152478
2019-01-26;5;3169866
2019-01-26;6;3383326
2019-01-26;7;3967101
2019-01-26;8;4678981
2019-01-26;9;5692328
2019-01-26;10;6110651
2019-01-26;11;5972020
2019-01-26;12;5796089
2019-01-26;13;5484036
2019-01-26;14;5194226
2019-01-26;15;5306856
2019-01-26;16;5460901
2019-01-26;17;5811464
2019-01-26;18;6624641
2019-01-26;19;7230242
2019-01-26;20;7241455
2019-01-26;21;6603811
2019-01-26;22;5982623
2019-01-26;23;5261373
2019-01-26;24;4637676
2019-01-27;1;4008694
2019-01-27;2;3487027
2019-01-27;3;3202331
2019-01-27;4;3082205
2019-01-27;5;3067162
2019-01-27;6;3198344
2019-01-27;7;3526138
2019-01-27;8;3926150
2019-01-27;9;4768612
2019-01-27;10;5493500
2019-01-27;11;5999908
2019-01-27;12;6372100
2019-01-27;13;6286588
2019-01-27;14;5776587
2019-01-27;15;5687962
2019-01-27;16;5579593
2019-01-27;17;5691304
2019-01-27;18;6295160
2019-01-27;19;6766889
2019-01-27;20;6942542
2019-01-27;21;6583827
2019-01-27;22;6042643
2019-01-27;23;5198778
2019-01-27;24;4336250
2019-01-28;1;3628959
2019-01-28;2;3236726
2019-01-28;3;3076489
2019-01-28;4;3022871
2019-01-28;5;3072089
2019-01-28;6;3374479
2019-01-28;7;4318068
2019-01-28;8;5462470
2019-01-28;9;6360390
2019-01-28;10;6622364
2019-01-28;11;6502006
2019-01-28;12;6425963
2019-01-28;13;5864099
2019-01-28;14;5603231
2019-01-28;15;5808395
2019-01-28;16;5992412
2019-01-28;17;6313788
2019-01-28;18;6956131
2019-01-28;19;7379485
2019-01-28;20;7299492
2019-01-28;21;6792125
2019-01-28;22;6250150
2019-01-28;23;5262855
2019-01-28;24;4379002
2019-01-29;1;3652023
2019-01-29;2;3268949
2019-01-29;3;3110140
2019-01-29;4;3066533
2019-01-29;5;3121953
2019-01-29;6;3428278
2019-01-29;7;4409336
2019-01-29;8;5535084
2019-01-29;9;6304206
2019-01-29;10;6338394
2019-01-29;11;5975340
2019-01-29;12;5713662
2019-01-29;13;5097587
2019-01-29;14;4840474
2019-01-29;15;5152953
2019-01-29;16;5525690
2019-01-29;17;6067942
2019-01-29;18;6926968
2019-01-29;19;7468604
2019-01-29;20;7392690
2019-01-29;21;6853506
2019-01-29;22;6300355
2019-01-29;23;5317146
2019-01-29;24;4402099
2019-01-30;1;3660423
2019-01-30;2;3256068
2019-01-30;3;3084907
2019-01-30;4;3037790
2019-01-30;5;3098155
2019-01-30;6;3399126
2019-01-30;7;4375091
2019-01-30;8;5519374
2019-01-30;9;6353541
2019-01-30;10;6550595
2019-01-30;11;6570705
2019-01-30;12;6625505
2019-01-30;13;6121377
2019-01-30;14;5864551
2019-01-30;15;6099887
2019-01-30;16;6300514
2019-01-30;17;6617158
2019-01-30;18;7216733
2019-01-30;19;7613790
2019-01-30;20;7482971
2019-01-30;21;6899077
2019-01-30;22;6316945
2019-01-30;23;5357341
2019-01-30;24;4458537
2019-01-31;1;3728764
2019-01-31;2;3310724
2019-01-31;3;3133092
2019-01-31;4;3085782
2019-01-31;5;3139050
2019-01-31;6;3439336
2019-01-31;7;4422964
2019-01-31;8;5538182
2019-01-31;9;6354907
2019-01-31;10;6555375
2019-01-31;11;6375811
2019-01-31;12;6301630
2019-01-31;13;5793752
2019-01-31;14;5637239
2019-01-31;15;5983028
2019-01-31;16;6270436
2019-01-31;17;6647355
2019-01-31;18;7253959
2019-01-31;19;7578342
2019-01-31;20;7476740
2019-01-31;21;6907120
2019-01-31;22;6313499
2019-01-31;23;5358362
2019-01-31;24;4526725
2019-02-01;1;3659152
2019-02-01;2;3275402
2019-02-01;3;3075614
2019-02-01;4;3023124
2019-02-01;5;3072737
2019-02-01;6;3378904
2019-02-01;7;4338348
2019-02-01;8;5532139
2019-02-01;9;6561873
2019-02-01;10;7160094
2019-02-01;11;7312564
2019-02-01;12;7445762
2019-02-01;13;6969727
2019-02-01;14;6706827
2019-02-01;15;6882275
2019-02-01;16;7002604
2019-02-01;17;7202450
2019-02-01;18;7736031
2019-02-01;19;7820573
2019-02-01;20;7530847
2019-02-01;21;6878495
2019-02-01;22;6248193
2019-02-01;23;5342117
2019-02-01;24;4516754
2019-02-02;1;3758755
2019-02-02;2;3336434
2019-02-02;3;3107976
2019-02-02;4;3024426
2019-02-02;5;3042081
2019-02-02;6;3234817
2019-02-02;7;3788725
2019-02-02;8;4518664
2019-02-02;9;5534166
2019-02-02;10;6234011
2019-02-02;11;6460513
2019-02-02;12;6557450
2019-02-02;13;6354553
2019-02-02;14;6033186
2019-02-02;15;6056388
2019-02-02;16;6061181
2019-02-02;17;6257327
2019-02-02;18;6877722
2019-02-02;19;7171801
2019-02-02;20;7158539
2019-02-02;21;6485267
2019-02-02;22;5853892
2019-02-02;23;5123485
2019-02-02;24;4488333
2019-02-03;1;3835721
2019-02-03;2;3330305
2019-02-03;3;3047418
2019-02-03;4;2915243
2019-02-03;5;2885705
2019-02-03;6;3007623
2019-02-03;7;3332282
2019-02-03;8;3745172
2019-02-03;9;4515076
2019-02-03;10;5264439
2019-02-03;11;5717013
2019-02-03;12;5976618
2019-02-03;13;5798609
2019-02-03;14;5262778
2019-02-03;15;5158929
2019-02-03;16;5057720
2019-02-03;17;5161432
2019-02-03;18;5842230
2019-02-03;19;6430550
2019-02-03;20;6680671
2019-02-03;21;6333256
2019-02-03;22;5817154
2019-02-03;23;4998768
2019-02-03;24;4149123
2019-02-04;1;3461032
2019-02-04;2;3066012
2019-02-04;3;2894122
2019-02-04;4;2848144
2019-02-04;5;2900554
2019-02-04;6;3205566
2019-02-04;7;4181906
2019-02-04;8;5351597
2019-02-04;9;6164728
2019-02-04;10;6174299
2019-02-04;11;5842416
2019-02-04;12;5628059
2019-02-04;13;5068261
2019-02-04;14;4859513
2019-02-04;15;5109232
2019-02-04;16;5364088
2019-02-04;17;5812614
2019-02-04;18;6635778
2019-02-04;19;7235998
2019-02-04;20;7123452
2019-02-04;21;6629438
2019-02-04;22;6090478
2019-02-04;23;5121736
2019-02-04;24;4222345
2019-02-05;1;3520922
2019-02-05;2;3138944
2019-02-05;3;2979069
2019-02-05;4;2934130
2019-02-05;5;2992506
2019-02-05;6;3316928
2019-02-05;7;4295852
2019-02-05;8;5438113
2019-02-05;9;6206434
2019-02-05;10;6110754
2019-02-05;11;5734812
2019-02-05;12;5509606
2019-02-05;13;4929703
2019-02-05;14;4660288
2019-02-05;15;4991238
2019-02-05;16;5338652
2019-02-05;17;5849954
2019-02-05;18;6674658
2019-02-05;19;7374832
2019-02-05;20;7252800
2019-02-05;21;6723894
2019-02-05;22;6113596
2019-02-05;23;5171977
2019-02-05;24;4256441
2019-02-06;1;3551401
2019-02-06;2;3166098
2019-02-06;3;2984305
2019-02-06;4;2922303
2019-02-06;5;2980213
2019-02-06;6;3303859
2019-02-06;7;4309076
2019-02-06;8;5389043
2019-02-06;9;6123814
2019-02-06;10;6014184
2019-02-06;11;5616800
2019-02-06;12;5399133
2019-02-06;13;4815145
2019-02-06;14;4614950
2019-02-06;15;4891828
2019-02-06;16;5219451
2019-02-06;17;5728666
2019-02-06;18;6564267
2019-02-06;19;7330430
2019-02-06;20;7215937
2019-02-06;21;6675437
2019-02-06;22;6092280
2019-02-06;23;5138850
2019-02-06;24;4245654
2019-02-07;1;3536110
2019-02-07;2;3134553
2019-02-07;3;2965857
2019-02-07;4;2920459
2019-02-07;5;2978198
2019-02-07;6;3302521
2019-02-07;7;4281465
2019-02-07;8;5353387
2019-02-07;9;6073226
2019-02-07;10;6023508
2019-02-07;11;5750570
2019-02-07;12;5689398
2019-02-07;13;5284225
2019-02-07;14;5223462
2019-02-07;15;5571376
2019-02-07;16;5840977
2019-02-07;17;6193048
2019-02-07;18;6850135
2019-02-07;19;7429268
2019-02-07;20;7273978
2019-02-07;21;6694927
2019-02-07;22;6116262
2019-02-07;23;5170723
2019-02-07;24;4275324
2019-02-08;1;3544603
2019-02-08;2;3137506
2019-02-08;3;2965619
2019-02-08;4;2918529
2019-02-08;5;2971685
2019-02-08;6;3292765
2019-02-08;7;4282072
2019-02-08;8;5368518
2019-02-08;9;6164368
2019-02-08;10;6088503
2019-02-08;11;5664709
2019-02-08;12;5433762
2019-02-08;13;4883168
2019-02-08;14;4692735
2019-02-08;15;4954984
2019-02-08;16;5270446
2019-02-08;17;5781093
2019-02-08;18;6591783
2019-02-08;19;7305941
2019-02-08;20;7201287
2019-02-08;21;6611623
2019-02-08;22;5987989
2019-02-08;23;5125845
2019-02-08;24;4336592
2019-02-09;1;3656182
2019-02-09;2;3213463
2019-02-09;3;2981221
2019-02-09;4;2889699
2019-02-09;5;2910140
2019-02-09;6;3113777
2019-02-09;7;3720595
2019-02-09;8;4392042
2019-02-09;9;5297808
2019-02-09;10;5541434
2019-02-09;11;5350598
2019-02-09;12;5077942
2019-02-09;13;4729705
2019-02-09;14;4476370
2019-02-09;15;4645629
2019-02-09;16;4882901
2019-02-09;17;5248290
2019-02-09;18;6019161
2019-02-09;19;6791341
2019-02-09;20;6869662
2019-02-09;21;6216992
2019-02-09;22;5587758
2019-02-09;23;4881235
2019-02-09;24;4267807
2019-02-10;1;3648697
2019-02-10;2;3236746
2019-02-10;3;2920513
2019-02-10;4;2772471
2019-02-10;5;2747862
2019-02-10;6;2860696
2019-02-10;7;3200989
2019-02-10;8;3578196
2019-02-10;9;4388869
2019-02-10;10;5113910
2019-02-10;11;5526074
2019-02-10;12;5783050
2019-02-10;13;5674091
2019-02-10;14;5255911
2019-02-10;15;5219384
2019-02-10;16;5168959
2019-02-10;17;5246098
2019-02-10;18;5807969
2019-02-10;19;6309930
2019-02-10;20;6507451
2019-02-10;21;6148037
2019-02-10;22;5634861
2019-02-10;23;4825097
2019-02-10;24;4000614
2019-02-11;1;3346841
2019-02-11;2;2981058
2019-02-11;3;2824941
2019-02-11;4;2781328
2019-02-11;5;2833517
2019-02-11;6;3141272
2019-02-11;7;4119350
2019-02-11;8;5297457
2019-02-11;9;6016372
2019-02-11;10;6028301
2019-02-11;11;5730901
2019-02-11;12;5556583
2019-02-11;13;5048325
2019-02-11;14;4916728
2019-02-11;15;5172297
2019-02-11;16;5381310
2019-02-11;17;5779896
2019-02-11;18;6471553
2019-02-11;19;7139656
2019-02-11;20;7026086
2019-02-11;21;6534591
2019-02-11;22;5979780
2019-02-11;23;5007780
2019-02-11;24;4151958
2019-02-12;1;3442288
2019-02-12;2;3056528
2019-02-12;3;2902382
2019-02-12;4;2862995
2019-02-12;5;2922973
2019-02-12;6;3235085
2019-02-12;7;4234058
2019-02-12;8;5319428
2019-02-12;9;5921913
2019-02-12;10;5774174
2019-02-12;11;5345498
2019-02-12;12;5105525
2019-02-12;13;4549538
2019-02-12;14;4371110
2019-02-12;15;4684549
2019-02-12;16;5075358
2019-02-12;17;5594454
2019-02-12;18;6390395
2019-02-12;19;7159574
2019-02-12;20;7061864
2019-02-12;21;6536841
2019-02-12;22;5976135
2019-02-12;23;5018362
2019-02-12;24;4162331
2019-02-13;1;3424640
2019-02-13;2;3043306
2019-02-13;3;2881550
2019-02-13;4;2833808
2019-02-13;5;2896174
2019-02-13;6;3215901
2019-02-13;7;4210001
2019-02-13;8;5284868
2019-02-13;9;5873568
2019-02-13;10;5735423
2019-02-13;11;5345362
2019-02-13;12;5126367
2019-02-13;13;4580916
2019-02-13;14;4380830
2019-02-13;15;4647750
2019-02-13;16;4971794
2019-02-13;17;5471827
2019-02-13;18;6251842
2019-02-13;19;7134417
2019-02-13;20;7085713
2019-02-13;21;6555107
2019-02-13;22;6023835
2019-02-13;23;5053434
2019-02-13;24;4164547
2019-02-14;1;3451845
2019-02-14;2;3064333
2019-02-14;3;2900431
2019-02-14;4;2854070
2019-02-14;5;2909363
2019-02-14;6;3224490
2019-02-14;7;4220012
2019-02-14;8;5312184
2019-02-14;9;5908755
2019-02-14;10;5782943
2019-02-14;11;5412692
2019-02-14;12;5233514
2019-02-14;13;4650321
2019-02-14;14;4411146
2019-02-14;15;4685118
2019-02-14;16;5009977
2019-02-14;17;5484703
2019-02-14;18;6220314
2019-02-14;19;7151650
2019-02-14;20;7098504
2019-02-14;21;6466031
2019-02-14;22;5909522
2019-02-14;23;5018665
2019-02-14;24;4178790
2019-02-15;1;3461897
2019-02-15;2;3064999
2019-02-15;3;2893932
2019-02-15;4;2846185
2019-02-15;5;2898350
2019-02-15;6;3207177
2019-02-15;7;4174820
2019-02-15;8;5220835
2019-02-15;9;5832107
2019-02-15;10;5695583
2019-02-15;11;5303724
2019-02-15;12;5101757
2019-02-15;13;4541129
2019-02-15;14;4333660
2019-02-15;15;4597057
2019-02-15;16;4909735
2019-02-15;17;5389275
2019-02-15;18;6143145
2019-02-15;19;7068673
2019-02-15;20;7040021
2019-02-15;21;6471224
2019-02-15;22;5898193
2019-02-15;23;5030797
2019-02-15;24;4245144
2019-02-16;1;3564207
2019-02-16;2;3130794
2019-02-16;3;2911913
2019-02-16;4;2829494
2019-02-16;5;2850358
2019-02-16;6;3053533
2019-02-16;7;3631326
2019-02-16;8;4286308
2019-02-16;9;5082445
2019-02-16;10;5279951
2019-02-16;11;4970943
2019-02-16;12;4673235
2019-02-16;13;4306049
2019-02-16;14;4016297
2019-02-16;15;4103522
2019-02-16;16;4267156
2019-02-16;17;4659974
2019-02-16;18;5427138
2019-02-16;19;6490043
2019-02-16;20;6645346
2019-02-16;21;6031959
2019-02-16;22;5445753
2019-02-16;23;4771488
2019-02-16;24;4206908
2019-02-17;1;3594123
2019-02-17;2;3128130
2019-02-17;3;2863827
2019-02-17;4;2748305
2019-02-17;5;2740578
2019-02-17;6;2870594
2019-02-17;7;3212667
2019-02-17;8;3534232
2019-02-17;9;4138523
2019-02-17;10;4380349
2019-02-17;11;4322174
2019-02-17;12;4267511
2019-02-17;13;4034709
2019-02-17;14;3628821
2019-02-17;15;3651445
2019-02-17;16;3742981
2019-02-17;17;4078943
2019-02-17;18;4830862
2019-02-17;19;5939000
2019-02-17;20;6304157
2019-02-17;21;5989330
2019-02-17;22;5504366
2019-02-17;23;4703653
2019-02-17;24;3893759
2019-02-18;1;3253620
2019-02-18;2;2903652
2019-02-18;3;2758971
2019-02-18;4;2726972
2019-02-18;5;2783370
2019-02-18;6;3088303
2019-02-18;7;4036109
2019-02-18;8;5007871
2019-02-18;9;5646290
2019-02-18;10;5491012
2019-02-18;11;5090037
2019-02-18;12;4872769
2019-02-18;13;4360898
2019-02-18;14;4213019
2019-02-18;15;4481840
2019-02-18;16;4785742
2019-02-18;17;5244232
2019-02-18;18;5925045
2019-02-18;19;6833467
2019-02-18;20;6841283
2019-02-18;21;6371425
2019-02-18;22;5820607
2019-02-18;23;4863032
2019-02-18;24;4016576
2019-02-19;1;3335672
2019-02-19;2;2971385
2019-02-19;3;2822082
2019-02-19;4;2776024
2019-02-19;5;2830538
2019-02-19;6;3138457
2019-02-19;7;4092496
2019-02-19;8;5059512
2019-02-19;9;5754153
2019-02-19;10;5713420
2019-02-19;11;5402865
2019-02-19;12;5227877
2019-02-19;13;4678799
2019-02-19;14;4494516
2019-02-19;15;4766589
2019-02-19;16;5056301
2019-02-19;17;5491589
2019-02-19;18;6131503
2019-02-19;19;6991156
2019-02-19;20;6969004
2019-02-19;21;6427621
2019-02-19;22;5866208
2019-02-19;23;4917132
2019-02-19;24;4062177
2019-02-20;1;3337959
2019-02-20;2;2964925
2019-02-20;3;2804291
2019-02-20;4;2769229
2019-02-20;5;2826265
2019-02-20;6;3123866
2019-02-20;7;4082025
2019-02-20;8;5084660
2019-02-20;9;5901544
2019-02-20;10;5986347
2019-02-20;11;5714141
2019-02-20;12;5505442
2019-02-20;13;4847611
2019-02-20;14;4558160
2019-02-20;15;4770869
2019-02-20;16;5015957
2019-02-20;17;5429149
2019-02-20;18;6058073
2019-02-20;19;6987513
2019-02-20;20;7019716
2019-02-20;21;6469439
2019-02-20;22;5898429
2019-02-20;23;4977290
2019-02-20;24;4131917
2019-02-21;1;3382504
2019-02-21;2;3010354
2019-02-21;3;2849732
2019-02-21;4;2805685
2019-02-21;5;2861473
2019-02-21;6;3172516
2019-02-21;7;4126947
2019-02-21;8;5233689
2019-02-21;9;5797499
2019-02-21;10;5744132
2019-02-21;11;5378157
2019-02-21;12;5135084
2019-02-21;13;4506271
2019-02-21;14;4286249
2019-02-21;15;4548982
2019-02-21;16;4847617
2019-02-21;17;5298246
2019-02-21;18;5975617
2019-02-21;19;7016111
2019-02-21;20;6984798
2019-02-21;21;6460490
2019-02-21;22;5893309
2019-02-21;23;4922596
2019-02-21;24;4077022
2019-02-22;1;3374183
2019-02-22;2;2990737
2019-02-22;3;2826873
2019-02-22;4;2775097
2019-02-22;5;2831450
2019-02-22;6;3146871
2019-02-22;7;4090845
2019-02-22;8;5155248
2019-02-22;9;5686589
2019-02-22;10;5568148
2019-02-22;11;5207285
2019-02-22;12;5009493
2019-02-22;13;4406265
2019-02-22;14;4171902
2019-02-22;15;4404387
2019-02-22;16;4696290
2019-02-22;17;5122712
2019-02-22;18;5766069
2019-02-22;19;6850819
2019-02-22;20;6884108
2019-02-22;21;6309719
2019-02-22;22;5756928
2019-02-22;23;4902063
2019-02-22;24;4148501
2019-02-23;1;3490039
2019-02-23;2;3054671
2019-02-23;3;2832630
2019-02-23;4;2753345
2019-02-23;5;2771409
2019-02-23;6;2977398
2019-02-23;7;3520657
2019-02-23;8;4227801
2019-02-23;9;4989479
2019-02-23;10;5270208
2019-02-23;11;5030720
2019-02-23;12;4827758
2019-02-23;13;4509222
2019-02-23;14;4228012
2019-02-23;15;4308329
2019-02-23;16;4453030
2019-02-23;17;4821519
2019-02-23;18;5514946
2019-02-23;19;6609150
2019-02-23;20;6733238
2019-02-23;21;6098272
2019-02-23;22;5495067
2019-02-23;23;4818971
2019-02-23;24;4231277
2019-02-24;1;3624436
2019-02-24;2;3160641
2019-02-24;3;2903752
2019-02-24;4;2792954
2019-02-24;5;2783686
2019-02-24;6;2910058
2019-02-24;7;3215422
2019-02-24;8;3609186
2019-02-24;9;4104629
2019-02-24;10;4368591
2019-02-24;11;4385116
2019-02-24;12;4426350
2019-02-24;13;4272076
2019-02-24;14;3883360
2019-02-24;15;3896007
2019-02-24;16;3917164
2019-02-24;17;4169149
2019-02-24;18;4850597
2019-02-24;19;6025750
2019-02-24;20;6409569
2019-02-24;21;6059483
2019-02-24;22;5558599
2019-02-24;23;4753121
2019-02-24;24;3937847
2019-02-25;1;3284104
2019-02-25;2;2941319
2019-02-25;3;2797748
2019-02-25;4;2758380
2019-02-25;5;2820102
2019-02-25;6;3132302
